ICD_CODE,ATC_CODE,RELATION,FREQUENCY
53089,DRUG_22257,treats,1
53089,DRUG_18769,treats,1
53089,DRUG_42537,treats,1
53089,DRUG_73017,treats,1
53089,DRUG_93890,treats,1
53089,DRUG_98836,treats,1
53089,DRUG_79790,treats,1
53089,DRUG_89898,treats,1
53089,DRUG_05899,treats,1
53089,DRUG_57538,treats,1
53089,DRUG_34535,treats,1
53089,DRUG_12822,treats,1
53089,DRUG_78549,treats,1
53089,DRUG_17057,treats,1
53089,DRUG_75750,treats,1
53089,DRUG_97910,treats,1
53089,DRUG_58629,treats,1
53089,DRUG_31023,treats,1
53089,DRUG_99620,treats,1
53089,DRUG_36800,treats,1
53089,DRUG_27121,treats,1
53089,DRUG_56289,treats,1
53089,DRUG_42471,treats,1
53089,DRUG_83139,treats,1
53089,DRUG_18628,treats,1
53089,DRUG_23098,treats,1
53089,DRUG_65728,treats,1
53089,DRUG_56776,treats,1
53089,DRUG_04737,treats,1
53089,DRUG_55233,treats,1
53089,DRUG_95860,treats,1
53089,DRUG_57970,treats,1
53089,DRUG_77783,treats,1
53089,DRUG_06485,treats,1
79029,DRUG_94840,treats,1
79029,DRUG_90353,treats,1
79029,DRUG_78548,treats,1
79029,DRUG_40576,treats,1
79029,DRUG_78751,treats,1
79029,DRUG_80647,treats,1
79029,DRUG_52671,treats,1
79029,DRUG_29813,treats,1
79029,DRUG_88865,treats,1
79029,DRUG_22257,treats,1
79029,DRUG_18769,treats,1
79029,DRUG_42537,treats,1
79029,DRUG_73017,treats,1
79029,DRUG_93890,treats,1
79029,DRUG_98836,treats,1
79029,DRUG_79790,treats,1
79029,DRUG_89898,treats,1
79029,DRUG_05899,treats,1
79029,DRUG_57538,treats,1
79029,DRUG_34535,treats,1
79029,DRUG_12822,treats,1
79029,DRUG_78549,treats,1
79029,DRUG_17057,treats,1
79029,DRUG_75750,treats,1
79029,DRUG_97910,treats,1
79029,DRUG_58629,treats,1
79029,DRUG_31023,treats,1
79029,DRUG_99620,treats,1
79029,DRUG_36800,treats,1
79029,DRUG_27121,treats,1
79029,DRUG_56289,treats,1
79029,DRUG_42471,treats,1
79029,DRUG_83139,treats,1
79029,DRUG_18628,treats,1
79029,DRUG_23098,treats,1
79029,DRUG_65728,treats,1
79029,DRUG_56776,treats,1
79029,DRUG_04737,treats,1
79029,DRUG_55233,treats,1
79029,DRUG_95860,treats,1
79029,DRUG_57970,treats,1
79029,DRUG_77783,treats,1
79029,DRUG_06485,treats,1
4011,DRUG_94840,treats,1
4011,DRUG_90353,treats,1
4011,DRUG_78548,treats,1
4011,DRUG_40576,treats,1
4011,DRUG_78751,treats,1
4011,DRUG_80647,treats,1
4011,DRUG_52671,treats,1
4011,DRUG_29813,treats,1
4011,DRUG_88865,treats,1
4011,DRUG_22257,treats,1
4011,DRUG_18769,treats,1
4011,DRUG_42537,treats,1
4011,DRUG_73017,treats,1
4011,DRUG_93890,treats,1
4011,DRUG_98836,treats,1
4011,DRUG_79790,treats,1
4011,DRUG_89898,treats,1
4011,DRUG_05899,treats,1
4011,DRUG_57538,treats,1
4011,DRUG_34535,treats,1
4011,DRUG_12822,treats,1
4011,DRUG_78549,treats,1
4011,DRUG_17057,treats,1
4011,DRUG_75750,treats,1
4011,DRUG_97910,treats,1
4011,DRUG_58629,treats,1
4011,DRUG_31023,treats,1
4011,DRUG_99620,treats,1
4011,DRUG_36800,treats,1
4011,DRUG_27121,treats,1
4011,DRUG_56289,treats,1
4011,DRUG_42471,treats,1
4011,DRUG_83139,treats,1
4011,DRUG_18628,treats,1
4011,DRUG_23098,treats,1
4011,DRUG_65728,treats,1
4011,DRUG_56776,treats,1
4011,DRUG_04737,treats,1
4011,DRUG_55233,treats,1
4011,DRUG_95860,treats,1
4011,DRUG_57970,treats,1
4011,DRUG_77783,treats,1
4011,DRUG_06485,treats,1
51919,DRUG_94840,treats,1
51919,DRUG_90353,treats,1
51919,DRUG_78548,treats,1
51919,DRUG_40576,treats,1
51919,DRUG_78751,treats,1
51919,DRUG_80647,treats,1
51919,DRUG_52671,treats,1
51919,DRUG_29813,treats,1
51919,DRUG_88865,treats,1
51919,DRUG_22257,treats,1
51919,DRUG_18769,treats,1
51919,DRUG_42537,treats,1
51919,DRUG_73017,treats,1
51919,DRUG_98836,treats,1
51919,DRUG_89898,treats,1
51919,DRUG_05899,treats,1
51919,DRUG_34535,treats,1
51919,DRUG_12822,treats,1
51919,DRUG_78549,treats,1
51919,DRUG_75750,treats,1
51919,DRUG_58629,treats,1
51919,DRUG_99620,treats,1
51919,DRUG_27121,treats,1
51919,DRUG_42471,treats,1
51919,DRUG_83139,treats,1
51919,DRUG_23098,treats,1
51919,DRUG_65728,treats,1
51919,DRUG_04737,treats,1
51919,DRUG_55233,treats,1
51919,DRUG_95860,treats,1
51919,DRUG_06485,treats,1
53084,DRUG_94840,treats,1
53084,DRUG_90353,treats,1
53084,DRUG_78548,treats,1
53084,DRUG_40576,treats,1
53084,DRUG_78751,treats,1
53084,DRUG_80647,treats,1
53084,DRUG_52671,treats,1
53084,DRUG_29813,treats,1
53084,DRUG_88865,treats,1
53084,DRUG_22257,treats,1
53084,DRUG_18769,treats,1
53084,DRUG_42537,treats,1
53084,DRUG_73017,treats,1
53084,DRUG_93890,treats,1
53084,DRUG_98836,treats,1
53084,DRUG_79790,treats,1
53084,DRUG_89898,treats,1
53084,DRUG_05899,treats,1
53084,DRUG_57538,treats,1
53084,DRUG_34535,treats,1
53084,DRUG_12822,treats,1
53084,DRUG_78549,treats,1
53084,DRUG_17057,treats,1
53084,DRUG_75750,treats,1
53084,DRUG_97910,treats,1
53084,DRUG_58629,treats,1
53084,DRUG_31023,treats,1
53084,DRUG_99620,treats,1
53084,DRUG_36800,treats,1
53084,DRUG_27121,treats,1
53084,DRUG_56289,treats,1
53084,DRUG_42471,treats,1
53084,DRUG_83139,treats,1
53084,DRUG_18628,treats,1
53084,DRUG_23098,treats,1
53084,DRUG_65728,treats,1
53084,DRUG_56776,treats,1
53084,DRUG_04737,treats,1
53084,DRUG_55233,treats,1
53084,DRUG_95860,treats,1
53084,DRUG_57970,treats,1
53084,DRUG_77783,treats,1
53084,DRUG_06485,treats,1
V103,DRUG_78548,treats,1
V103,DRUG_40576,treats,1
V103,DRUG_78751,treats,1
V103,DRUG_80647,treats,1
V103,DRUG_52671,treats,1
V103,DRUG_29813,treats,1
V103,DRUG_42537,treats,1
V103,DRUG_73017,treats,1
V103,DRUG_89898,treats,1
V103,DRUG_05899,treats,1
V103,DRUG_57538,treats,1
V103,DRUG_34535,treats,1
V103,DRUG_12822,treats,1
V103,DRUG_75750,treats,1
V103,DRUG_99620,treats,1
V103,DRUG_27121,treats,1
V103,DRUG_18628,treats,1
V103,DRUG_23098,treats,1
V103,DRUG_04737,treats,1
V103,DRUG_55233,treats,1
V103,DRUG_95860,treats,1
V103,DRUG_57970,treats,1
99659,DRUG_94840,treats,1
99659,DRUG_90353,treats,1
99659,DRUG_78548,treats,1
99659,DRUG_40576,treats,1
99659,DRUG_78751,treats,1
99659,DRUG_80647,treats,1
99659,DRUG_52671,treats,1
99659,DRUG_29813,treats,1
99659,DRUG_88865,treats,1
99659,DRUG_22257,treats,1
99659,DRUG_18769,treats,1
99659,DRUG_42537,treats,1
99659,DRUG_73017,treats,1
99659,DRUG_98836,treats,1
99659,DRUG_79790,treats,1
99659,DRUG_89898,treats,1
99659,DRUG_05899,treats,1
99659,DRUG_34535,treats,1
99659,DRUG_12822,treats,1
99659,DRUG_78549,treats,1
99659,DRUG_17057,treats,1
99659,DRUG_75750,treats,1
99659,DRUG_97910,treats,1
99659,DRUG_58629,treats,1
99659,DRUG_31023,treats,1
99659,DRUG_99620,treats,1
99659,DRUG_27121,treats,1
99659,DRUG_56289,treats,1
99659,DRUG_42471,treats,1
99659,DRUG_83139,treats,1
99659,DRUG_18628,treats,1
99659,DRUG_23098,treats,1
99659,DRUG_65728,treats,1
99659,DRUG_56776,treats,1
99659,DRUG_04737,treats,1
99659,DRUG_55233,treats,1
99659,DRUG_95860,treats,1
99659,DRUG_57970,treats,1
99659,DRUG_77783,treats,1
E8781,DRUG_94840,treats,1
E8781,DRUG_90353,treats,1
E8781,DRUG_78548,treats,1
E8781,DRUG_78751,treats,1
E8781,DRUG_80647,treats,1
E8781,DRUG_52671,treats,1
E8781,DRUG_29813,treats,1
E8781,DRUG_88865,treats,1
E8781,DRUG_42537,treats,1
E8781,DRUG_73017,treats,1
E8781,DRUG_98836,treats,1
E8781,DRUG_34535,treats,1
E8781,DRUG_12822,treats,1
E8781,DRUG_75750,treats,1
E8781,DRUG_58629,treats,1
E8781,DRUG_99620,treats,1
E8781,DRUG_27121,treats,1
E8781,DRUG_18628,treats,1
E8781,DRUG_23098,treats,1
E8781,DRUG_04737,treats,1
E8781,DRUG_55233,treats,1
E8781,DRUG_95860,treats,1
E8781,DRUG_06485,treats,1
42732,DRUG_94840,treats,1
42732,DRUG_90353,treats,1
42732,DRUG_78548,treats,1
42732,DRUG_40576,treats,1
42732,DRUG_78751,treats,1
42732,DRUG_80647,treats,1
42732,DRUG_52671,treats,1
42732,DRUG_29813,treats,1
42732,DRUG_88865,treats,1
42732,DRUG_22257,treats,1
42732,DRUG_18769,treats,1
42732,DRUG_42537,treats,1
42732,DRUG_73017,treats,1
42732,DRUG_93890,treats,1
42732,DRUG_98836,treats,1
42732,DRUG_79790,treats,1
42732,DRUG_89898,treats,1
42732,DRUG_05899,treats,1
42732,DRUG_57538,treats,1
42732,DRUG_34535,treats,1
42732,DRUG_12822,treats,1
42732,DRUG_78549,treats,1
42732,DRUG_17057,treats,1
42732,DRUG_75750,treats,1
42732,DRUG_97910,treats,1
42732,DRUG_58629,treats,1
42732,DRUG_31023,treats,1
42732,DRUG_99620,treats,1
42732,DRUG_36800,treats,1
42732,DRUG_27121,treats,1
42732,DRUG_56289,treats,1
42732,DRUG_42471,treats,1
42732,DRUG_83139,treats,1
42732,DRUG_18628,treats,1
42732,DRUG_23098,treats,1
42732,DRUG_65728,treats,1
42732,DRUG_56776,treats,1
42732,DRUG_04737,treats,1
42732,DRUG_55233,treats,1
42732,DRUG_95860,treats,1
42732,DRUG_57970,treats,1
42732,DRUG_77783,treats,1
42732,DRUG_06485,treats,1
51881,DRUG_73017,treats,1
51881,DRUG_98836,treats,1
51881,DRUG_12822,treats,1
51881,DRUG_75750,treats,1
51881,DRUG_95860,treats,1
V5861,DRUG_94840,treats,1
V5861,DRUG_80647,treats,1
V5861,DRUG_73017,treats,1
V5861,DRUG_98836,treats,1
V5861,DRUG_34535,treats,1
V5861,DRUG_12822,treats,1
V5861,DRUG_75750,treats,1
V5861,DRUG_58629,treats,1
V5861,DRUG_23098,treats,1
V5861,DRUG_55233,treats,1
V5861,DRUG_95860,treats,1
48242,DRUG_94840,treats,1
48242,DRUG_90353,treats,1
48242,DRUG_78548,treats,1
48242,DRUG_40576,treats,1
48242,DRUG_78751,treats,1
48242,DRUG_80647,treats,1
48242,DRUG_52671,treats,1
48242,DRUG_29813,treats,1
48242,DRUG_88865,treats,1
48242,DRUG_42537,treats,1
48242,DRUG_73017,treats,1
48242,DRUG_98836,treats,1
48242,DRUG_34535,treats,1
48242,DRUG_12822,treats,1
48242,DRUG_75750,treats,1
48242,DRUG_58629,treats,1
48242,DRUG_99620,treats,1
48242,DRUG_27121,treats,1
48242,DRUG_18628,treats,1
48242,DRUG_23098,treats,1
48242,DRUG_04737,treats,1
48242,DRUG_55233,treats,1
48242,DRUG_95860,treats,1
48242,DRUG_06485,treats,1
V8741,DRUG_94840,treats,1
V8741,DRUG_40576,treats,1
V8741,DRUG_78751,treats,1
V8741,DRUG_80647,treats,1
V8741,DRUG_52671,treats,1
V8741,DRUG_29813,treats,1
V8741,DRUG_88865,treats,1
V8741,DRUG_18769,treats,1
V8741,DRUG_42537,treats,1
V8741,DRUG_73017,treats,1
V8741,DRUG_98836,treats,1
V8741,DRUG_79790,treats,1
V8741,DRUG_05899,treats,1
V8741,DRUG_57538,treats,1
V8741,DRUG_34535,treats,1
V8741,DRUG_12822,treats,1
V8741,DRUG_78549,treats,1
V8741,DRUG_17057,treats,1
V8741,DRUG_75750,treats,1
V8741,DRUG_97910,treats,1
V8741,DRUG_58629,treats,1
V8741,DRUG_99620,treats,1
V8741,DRUG_56289,treats,1
V8741,DRUG_18628,treats,1
V8741,DRUG_23098,treats,1
V8741,DRUG_04737,treats,1
V8741,DRUG_55233,treats,1
V8741,DRUG_95860,treats,1
V8741,DRUG_06485,treats,1
2859,DRUG_40576,treats,1
2859,DRUG_80647,treats,1
2859,DRUG_52671,treats,1
2859,DRUG_73017,treats,1
2859,DRUG_12822,treats,1
2859,DRUG_75750,treats,1
2859,DRUG_04737,treats,1
2859,DRUG_55233,treats,1
2859,DRUG_95860,treats,1
5180,DRUG_94840,treats,1
5180,DRUG_40576,treats,1
5180,DRUG_80647,treats,1
5180,DRUG_52671,treats,1
5180,DRUG_73017,treats,1
5180,DRUG_98836,treats,1
5180,DRUG_34535,treats,1
5180,DRUG_12822,treats,1
5180,DRUG_75750,treats,1
5180,DRUG_27121,treats,1
5180,DRUG_23098,treats,1
5180,DRUG_95860,treats,1
V153,DRUG_94840,treats,1
V153,DRUG_90353,treats,1
V153,DRUG_40576,treats,1
V153,DRUG_78751,treats,1
V153,DRUG_80647,treats,1
V153,DRUG_52671,treats,1
V153,DRUG_29813,treats,1
V153,DRUG_22257,treats,1
V153,DRUG_18769,treats,1
V153,DRUG_73017,treats,1
V153,DRUG_98836,treats,1
V153,DRUG_34535,treats,1
V153,DRUG_12822,treats,1
V153,DRUG_78549,treats,1
V153,DRUG_75750,treats,1
V153,DRUG_58629,treats,1
V153,DRUG_56289,treats,1
V153,DRUG_42471,treats,1
V153,DRUG_23098,treats,1
V153,DRUG_65728,treats,1
V153,DRUG_56776,treats,1
V153,DRUG_04737,treats,1
V153,DRUG_95860,treats,1
78724,DRUG_94840,treats,1
78724,DRUG_90353,treats,1
78724,DRUG_78548,treats,1
78724,DRUG_40576,treats,1
78724,DRUG_78751,treats,1
78724,DRUG_80647,treats,1
78724,DRUG_52671,treats,1
78724,DRUG_29813,treats,1
78724,DRUG_88865,treats,1
78724,DRUG_22257,treats,1
78724,DRUG_18769,treats,1
78724,DRUG_42537,treats,1
78724,DRUG_73017,treats,1
78724,DRUG_93890,treats,1
78724,DRUG_98836,treats,1
78724,DRUG_79790,treats,1
78724,DRUG_89898,treats,1
78724,DRUG_05899,treats,1
78724,DRUG_57538,treats,1
78724,DRUG_34535,treats,1
78724,DRUG_12822,treats,1
78724,DRUG_78549,treats,1
78724,DRUG_17057,treats,1
78724,DRUG_75750,treats,1
78724,DRUG_97910,treats,1
78724,DRUG_58629,treats,1
78724,DRUG_31023,treats,1
78724,DRUG_99620,treats,1
78724,DRUG_36800,treats,1
78724,DRUG_27121,treats,1
78724,DRUG_56289,treats,1
78724,DRUG_42471,treats,1
78724,DRUG_83139,treats,1
78724,DRUG_18628,treats,1
78724,DRUG_23098,treats,1
78724,DRUG_65728,treats,1
78724,DRUG_56776,treats,1
78724,DRUG_04737,treats,1
78724,DRUG_55233,treats,1
78724,DRUG_95860,treats,1
78724,DRUG_57970,treats,1
78724,DRUG_77783,treats,1
78724,DRUG_06485,treats,1
44031,DRUG_00654,treats,1
44031,DRUG_81129,treats,1
44031,DRUG_31289,treats,1
44031,DRUG_83069,treats,1
44031,DRUG_42537,treats,1
44031,DRUG_93890,treats,1
44031,DRUG_91210,treats,1
44031,DRUG_57538,treats,1
44031,DRUG_93795,treats,1
44031,DRUG_45132,treats,1
44031,DRUG_48851,treats,1
44031,DRUG_36800,treats,1
44031,DRUG_90294,treats,1
44031,DRUG_52652,treats,1
44031,DRUG_24647,treats,1
44031,DRUG_85419,treats,1
44031,DRUG_75708,treats,1
44031,DRUG_64785,treats,1
44031,DRUG_14349,treats,1
V4581,DRUG_81129,treats,1
V4581,DRUG_31289,treats,1
V4581,DRUG_83069,treats,1
V4581,DRUG_48851,treats,1
V4582,DRUG_81129,treats,1
V4582,DRUG_31289,treats,1
V4582,DRUG_83069,treats,1
V4582,DRUG_48851,treats,1
V4582,DRUG_14349,treats,1
4280,DRUG_83069,treats,1
5070,DRUG_83069,treats,1
5070,DRUG_91210,treats,1
5070,DRUG_45132,treats,1
5070,DRUG_48851,treats,1
5070,DRUG_90294,treats,1
5070,DRUG_52652,treats,1
V1201,DRUG_81129,treats,1
V1201,DRUG_31289,treats,1
V1201,DRUG_83069,treats,1
V1201,DRUG_48851,treats,1
V1201,DRUG_85419,treats,1
V1201,DRUG_14349,treats,1
56210,DRUG_00654,treats,1
56210,DRUG_81129,treats,1
56210,DRUG_31289,treats,1
56210,DRUG_83069,treats,1
56210,DRUG_42537,treats,1
56210,DRUG_91210,treats,1
56210,DRUG_57538,treats,1
56210,DRUG_93795,treats,1
56210,DRUG_45132,treats,1
56210,DRUG_48851,treats,1
56210,DRUG_36800,treats,1
56210,DRUG_90294,treats,1
56210,DRUG_52652,treats,1
56210,DRUG_24647,treats,1
56210,DRUG_85419,treats,1
56210,DRUG_75708,treats,1
56210,DRUG_64785,treats,1
56210,DRUG_14349,treats,1
51882,DRUG_81129,treats,1
51882,DRUG_31289,treats,1
51882,DRUG_83069,treats,1
51882,DRUG_42537,treats,1
51882,DRUG_91210,treats,1
51882,DRUG_45132,treats,1
51882,DRUG_48851,treats,1
51882,DRUG_90294,treats,1
51882,DRUG_52652,treats,1
51882,DRUG_75708,treats,1
51882,DRUG_64785,treats,1
51882,DRUG_14349,treats,1
5849,DRUG_45132,treats,1
2724,DRUG_81129,treats,1
2724,DRUG_83069,treats,1
2724,DRUG_45132,treats,1
2724,DRUG_90294,treats,1
3320,DRUG_81129,treats,1
3320,DRUG_31289,treats,1
3320,DRUG_83069,treats,1
3320,DRUG_91210,treats,1
3320,DRUG_57538,treats,1
3320,DRUG_93795,treats,1
3320,DRUG_48851,treats,1
3320,DRUG_14349,treats,1
20280,DRUG_00654,treats,1
20280,DRUG_81129,treats,1
20280,DRUG_31289,treats,1
20280,DRUG_83069,treats,1
20280,DRUG_91210,treats,1
20280,DRUG_93795,treats,1
20280,DRUG_45132,treats,1
20280,DRUG_48851,treats,1
20280,DRUG_90294,treats,1
20280,DRUG_52652,treats,1
20280,DRUG_24647,treats,1
20280,DRUG_75708,treats,1
20280,DRUG_14349,treats,1
42789,DRUG_81129,treats,1
42789,DRUG_83069,treats,1
42789,DRUG_91210,treats,1
42789,DRUG_93795,treats,1
42789,DRUG_45132,treats,1
42789,DRUG_48851,treats,1
42789,DRUG_90294,treats,1
42789,DRUG_52652,treats,1
4370,DRUG_81129,treats,1
4370,DRUG_31289,treats,1
4370,DRUG_83069,treats,1
4370,DRUG_91210,treats,1
4370,DRUG_57538,treats,1
4370,DRUG_93795,treats,1
4370,DRUG_48851,treats,1
4370,DRUG_85419,treats,1
4370,DRUG_14349,treats,1
04111,DRUG_00654,treats,1
04111,DRUG_81129,treats,1
04111,DRUG_31289,treats,1
04111,DRUG_83069,treats,1
04111,DRUG_42537,treats,1
04111,DRUG_93890,treats,1
04111,DRUG_91210,treats,1
04111,DRUG_57538,treats,1
04111,DRUG_93795,treats,1
04111,DRUG_45132,treats,1
04111,DRUG_48851,treats,1
04111,DRUG_36800,treats,1
04111,DRUG_90294,treats,1
04111,DRUG_52652,treats,1
04111,DRUG_24647,treats,1
04111,DRUG_85419,treats,1
04111,DRUG_75708,treats,1
04111,DRUG_64785,treats,1
04111,DRUG_14349,treats,1
311,DRUG_81129,treats,1
311,DRUG_31289,treats,1
311,DRUG_83069,treats,1
311,DRUG_48851,treats,1
311,DRUG_14349,treats,1
490,DRUG_00654,treats,1
490,DRUG_81129,treats,1
490,DRUG_31289,treats,1
490,DRUG_83069,treats,1
490,DRUG_42537,treats,1
490,DRUG_91210,treats,1
490,DRUG_93795,treats,1
490,DRUG_45132,treats,1
490,DRUG_48851,treats,1
490,DRUG_36800,treats,1
490,DRUG_90294,treats,1
490,DRUG_52652,treats,1
490,DRUG_24647,treats,1
490,DRUG_85419,treats,1
490,DRUG_64785,treats,1
490,DRUG_14349,treats,1
2760,DRUG_00654,treats,1
2760,DRUG_31289,treats,1
2760,DRUG_83069,treats,1
2760,DRUG_91210,treats,1
2760,DRUG_45132,treats,1
2760,DRUG_48851,treats,1
2760,DRUG_90294,treats,1
2760,DRUG_52652,treats,1
2760,DRUG_24647,treats,1
41071,DRUG_83069,treats,1
41071,DRUG_91210,treats,1
41071,DRUG_45132,treats,1
41071,DRUG_90294,treats,1
41071,DRUG_14349,treats,1
2762,DRUG_31289,treats,1
2762,DRUG_91210,treats,1
2762,DRUG_45132,treats,1
2762,DRUG_48851,treats,1
2762,DRUG_52652,treats,1
29040,DRUG_00654,treats,1
29040,DRUG_81129,treats,1
29040,DRUG_31289,treats,1
29040,DRUG_83069,treats,1
29040,DRUG_42537,treats,1
29040,DRUG_93890,treats,1
29040,DRUG_91210,treats,1
29040,DRUG_57538,treats,1
29040,DRUG_93795,treats,1
29040,DRUG_45132,treats,1
29040,DRUG_48851,treats,1
29040,DRUG_36800,treats,1
29040,DRUG_90294,treats,1
29040,DRUG_52652,treats,1
29040,DRUG_24647,treats,1
29040,DRUG_85419,treats,1
29040,DRUG_75708,treats,1
29040,DRUG_64785,treats,1
29040,DRUG_14349,treats,1
V090,DRUG_81129,treats,1
V090,DRUG_31289,treats,1
V090,DRUG_83069,treats,1
V090,DRUG_91210,treats,1
V090,DRUG_57538,treats,1
V090,DRUG_93795,treats,1
V090,DRUG_48851,treats,1
V090,DRUG_14349,treats,1
4019,DRUG_83069,treats,1
34290,DRUG_88865,treats,1
34290,DRUG_56776,treats,1
34290,DRUG_68416,treats,1
34290,DRUG_65296,treats,1
34290,DRUG_36800,treats,1
34290,DRUG_35612,treats,1
34290,DRUG_79790,treats,1
34290,DRUG_06485,treats,1
34290,DRUG_81691,treats,1
2859,DRUG_65296,treats,1
2859,DRUG_35612,treats,1
43491,DRUG_88865,treats,1
43491,DRUG_05522,treats,1
43491,DRUG_86770,treats,1
43491,DRUG_56776,treats,1
43491,DRUG_97910,treats,1
43491,DRUG_68416,treats,1
43491,DRUG_65296,treats,1
43491,DRUG_58629,treats,1
43491,DRUG_31023,treats,1
43491,DRUG_36800,treats,1
43491,DRUG_35612,treats,1
43491,DRUG_79790,treats,1
43491,DRUG_12470,treats,1
43491,DRUG_06485,treats,1
43491,DRUG_81691,treats,1
43491,DRUG_03436,treats,1
0414,DRUG_68416,treats,1
0414,DRUG_65296,treats,1
0414,DRUG_58629,treats,1
0414,DRUG_35612,treats,1
0414,DRUG_03436,treats,1
514,DRUG_88865,treats,1
514,DRUG_05522,treats,1
514,DRUG_86770,treats,1
514,DRUG_56776,treats,1
514,DRUG_97910,treats,1
514,DRUG_68416,treats,1
514,DRUG_65296,treats,1
514,DRUG_58629,treats,1
514,DRUG_31023,treats,1
514,DRUG_36800,treats,1
514,DRUG_35612,treats,1
514,DRUG_79790,treats,1
514,DRUG_12470,treats,1
514,DRUG_06485,treats,1
514,DRUG_81691,treats,1
514,DRUG_03436,treats,1
51881,DRUG_68416,treats,1
51881,DRUG_65296,treats,1
42731,DRUG_35612,treats,1
42731,DRUG_03436,treats,1
2724,DRUG_65296,treats,1
2724,DRUG_35612,treats,1
2724,DRUG_03436,treats,1
25000,DRUG_68416,treats,1
25000,DRUG_35612,treats,1
5990,DRUG_58629,treats,1
5990,DRUG_35612,treats,1
4019,DRUG_35612,treats,1
78551,DRUG_86770,treats,1
78551,DRUG_41753,treats,1
78551,DRUG_81129,treats,1
78551,DRUG_82733,treats,1
78551,DRUG_73864,treats,1
78551,DRUG_29406,treats,1
78551,DRUG_23063,treats,1
78551,DRUG_05899,treats,1
78551,DRUG_32521,treats,1
78551,DRUG_04072,treats,1
78551,DRUG_87966,treats,1
78551,DRUG_97334,treats,1
78551,DRUG_87510,treats,1
78551,DRUG_72422,treats,1
78551,DRUG_37238,treats,1
78551,DRUG_66384,treats,1
78551,DRUG_27121,treats,1
78551,DRUG_49892,treats,1
78551,DRUG_25247,treats,1
78551,DRUG_24647,treats,1
78551,DRUG_18628,treats,1
78551,DRUG_08499,treats,1
78551,DRUG_47562,treats,1
78551,DRUG_41098,treats,1
78551,DRUG_62398,treats,1
78551,DRUG_56776,treats,1
78551,DRUG_75708,treats,1
78551,DRUG_25131,treats,1
78551,DRUG_04737,treats,1
78551,DRUG_54948,treats,1
78551,DRUG_37475,treats,1
5849,DRUG_82733,treats,1
5849,DRUG_29406,treats,1
5849,DRUG_04072,treats,1
5849,DRUG_87966,treats,1
5849,DRUG_87510,treats,1
5849,DRUG_08499,treats,1
5849,DRUG_41098,treats,1
570,DRUG_00654,treats,1
570,DRUG_86770,treats,1
570,DRUG_41753,treats,1
570,DRUG_81129,treats,1
570,DRUG_81907,treats,1
570,DRUG_82733,treats,1
570,DRUG_73864,treats,1
570,DRUG_31289,treats,1
570,DRUG_29406,treats,1
570,DRUG_23063,treats,1
570,DRUG_04072,treats,1
570,DRUG_87966,treats,1
570,DRUG_87510,treats,1
570,DRUG_72422,treats,1
570,DRUG_37238,treats,1
570,DRUG_66384,treats,1
570,DRUG_25247,treats,1
570,DRUG_08499,treats,1
570,DRUG_47562,treats,1
570,DRUG_41098,treats,1
570,DRUG_62398,treats,1
570,DRUG_25131,treats,1
570,DRUG_04737,treats,1
570,DRUG_54948,treats,1
570,DRUG_37475,treats,1
78559,DRUG_00654,treats,1
78559,DRUG_86770,treats,1
78559,DRUG_16971,treats,1
78559,DRUG_41753,treats,1
78559,DRUG_12638,treats,1
78559,DRUG_81129,treats,1
78559,DRUG_81907,treats,1
78559,DRUG_82733,treats,1
78559,DRUG_73864,treats,1
78559,DRUG_31289,treats,1
78559,DRUG_19186,treats,1
78559,DRUG_29406,treats,1
78559,DRUG_93890,treats,1
78559,DRUG_23063,treats,1
78559,DRUG_12470,treats,1
78559,DRUG_65380,treats,1
78559,DRUG_32521,treats,1
78559,DRUG_04072,treats,1
78559,DRUG_87966,treats,1
78559,DRUG_97334,treats,1
78559,DRUG_87510,treats,1
78559,DRUG_37238,treats,1
78559,DRUG_66384,treats,1
78559,DRUG_31023,treats,1
78559,DRUG_27121,treats,1
78559,DRUG_56684,treats,1
78559,DRUG_83139,treats,1
78559,DRUG_25247,treats,1
78559,DRUG_24647,treats,1
78559,DRUG_18628,treats,1
78559,DRUG_08499,treats,1
78559,DRUG_47562,treats,1
78559,DRUG_41098,treats,1
78559,DRUG_85419,treats,1
78559,DRUG_62398,treats,1
78559,DRUG_56776,treats,1
78559,DRUG_75708,treats,1
78559,DRUG_25131,treats,1
78559,DRUG_04737,treats,1
78559,DRUG_54948,treats,1
51881,DRUG_81129,treats,1
51881,DRUG_82733,treats,1
51881,DRUG_29406,treats,1
51881,DRUG_87966,treats,1
51881,DRUG_87510,treats,1
51881,DRUG_37238,treats,1
51881,DRUG_08499,treats,1
51881,DRUG_47562,treats,1
51881,DRUG_41098,treats,1
0389,DRUG_41753,treats,1
0389,DRUG_82733,treats,1
0389,DRUG_31289,treats,1
0389,DRUG_19186,treats,1
0389,DRUG_29406,treats,1
0389,DRUG_04072,treats,1
0389,DRUG_87966,treats,1
0389,DRUG_87510,treats,1
0389,DRUG_72422,treats,1
0389,DRUG_37238,treats,1
0389,DRUG_66384,treats,1
0389,DRUG_08499,treats,1
0389,DRUG_47562,treats,1
0389,DRUG_41098,treats,1
0389,DRUG_04737,treats,1
0389,DRUG_54948,treats,1
4280,DRUG_82733,treats,1
4280,DRUG_29406,treats,1
4280,DRUG_87966,treats,1
4280,DRUG_87510,treats,1
4280,DRUG_08499,treats,1
4280,DRUG_41098,treats,1
